learner_id,step,week_number,step_number,first_visited_at,last_completed_at
77454a73-6b8b-46a2-8dee-35f36b6c4fc1,1.1,1,1,2017-12-14 13:20:06 UTC,
20e6ec35-0f50-4819-9c2e-d1851fd54638,1.1,1,1,2018-01-29 12:20:48 UTC,
42b5a416-a42a-4929-aac3-6c551cacaf15,1.1,1,1,2018-02-05 00:30:25 UTC,2018-02-05 00:32:09 UTC
06b2174a-9624-407c-83ba-d26e999b5fc9,1.1,1,1,2018-02-05 00:30:58 UTC,
40207781-50bb-4d85-8367-83c3dd043d4b,1.1,1,1,2018-02-05 00:38:37 UTC,2018-02-05 00:38:59 UTC
0e004450-3aa8-49b2-bd33-c0f73486fe0d,1.1,1,1,2018-02-05 00:48:27 UTC,
3c3336d9-8031-4f98-80fc-81aed88d7500,1.1,1,1,2018-02-05 01:06:44 UTC,
80186114-623e-4708-a61f-00dc2d99d70d,1.1,1,1,2018-02-05 01:07:55 UTC,2018-02-05 01:12:54 UTC
a3b36c62-97bd-4045-902a-11de58a99fee,1.1,1,1,2018-02-05 01:08:16 UTC,2018-02-05 08:46:53 UTC
b7680b84-d490-46a8-aff3-aed307971843,1.1,1,1,2018-02-05 01:18:07 UTC,2018-02-05 01:33:37 UTC
a6a15dac-cb7c-4533-8a0d-4c929df13e07,1.1,1,1,2018-02-05 01:19:41 UTC,
f91b7ed8-6f24-4640-93c9-432ecaaf7a74,1.1,1,1,2018-02-05 01:37:41 UTC,2018-02-05 01:39:18 UTC
52acc07c-ebc3-49c5-9591-7a5a2730ceee,1.1,1,1,2018-02-05 01:59:39 UTC,2018-02-05 02:22:53 UTC
bfe04433-9e79-484f-84a3-bc18cf496b91,1.1,1,1,2018-02-05 02:05:41 UTC,2018-02-05 02:08:25 UTC
20dacfff-83b2-4756-9d66-81e98cc6a23e,1.1,1,1,2018-02-05 02:13:46 UTC,2018-02-05 02:13:56 UTC
8c8132b1-9f31-4e79-990c-f7313bf2266b,1.1,1,1,2018-02-05 02:32:47 UTC,2018-02-05 02:35:40 UTC
d55ab6a9-6e53-45e1-a4fe-311e9de7a3f4,1.1,1,1,2018-02-05 02:52:24 UTC,2018-02-05 02:54:39 UTC
82d56269-d712-401d-95ce-367925b60cb1,1.1,1,1,2018-02-05 02:57:06 UTC,2018-02-07 04:09:40 UTC
79379f01-a141-4eda-bcb8-68dfd1cec32f,1.1,1,1,2018-02-05 03:00:38 UTC,2018-02-05 03:01:13 UTC
3bae4c58-090f-423d-9999-5cdcf35f60b3,1.1,1,1,2018-02-05 03:03:43 UTC,
55e2e5a7-bc47-4c86-8adc-b8d3ed516151,1.1,1,1,2018-02-05 03:34:20 UTC,
9c8fc5ff-03d2-4798-a71c-54e0e927cd85,1.1,1,1,2018-02-05 03:36:47 UTC,2018-02-05 03:39:02 UTC
f875d25c-dc6b-4567-a043-398a3e7c4688,1.1,1,1,2018-02-05 03:51:42 UTC,
5d92a00b-bf02-4345-b322-7a84ef0b0515,1.1,1,1,2018-02-05 04:00:37 UTC,
67b5c876-3259-4080-b1cc-16b5a33110ac,1.1,1,1,2018-02-05 04:04:08 UTC,
7db9397b-ed26-4705-8115-c5bceb6d261c,1.1,1,1,2018-02-05 04:23:09 UTC,2018-02-06 05:51:28 UTC
7d6b8559-7636-4214-bf6c-c2242f135e50,1.1,1,1,2018-02-05 04:26:50 UTC,2018-02-05 04:27:04 UTC
d4a9ccc3-4084-4950-9dd1-15c23f95dc80,1.1,1,1,2018-02-05 04:45:42 UTC,2018-02-05 04:48:23 UTC
971ce4dd-79a1-4cc8-8ede-aa640377d126,1.1,1,1,2018-02-05 04:48:26 UTC,2018-02-05 04:52:12 UTC
d2c002eb-88ed-44df-b3e2-ab73a89b452f,1.1,1,1,2018-02-05 04:55:35 UTC,2018-02-05 05:00:54 UTC
5096a392-5b9c-4212-ab6a-ab8d5bae4e84,1.1,1,1,2018-02-05 05:10:37 UTC,2018-02-05 05:13:02 UTC
62a7c016-c3d6-4f00-ad3d-ac4a01918fb8,1.1,1,1,2018-02-05 05:12:27 UTC,
36a7c379-3713-4e7d-b2c7-159544927baa,1.1,1,1,2018-02-05 05:21:28 UTC,2018-02-05 05:24:26 UTC
4269d8ce-dc40-4c53-9807-e859608b4a34,1.1,1,1,2018-02-05 05:22:52 UTC,2018-02-05 05:23:25 UTC
9e98b7b0-0ff0-4009-a905-a79834818057,1.1,1,1,2018-02-05 05:25:58 UTC,
359bf368-b6a4-4e4b-998d-419b6ed6cf99,1.1,1,1,2018-02-05 05:31:55 UTC,2018-02-05 05:32:55 UTC
b849b892-073a-4d56-bac3-3c8e1073117d,1.1,1,1,2018-02-05 05:39:53 UTC,2018-02-05 09:18:36 UTC
764b1de6-06cc-4b23-93f4-cc7ba67afb0d,1.1,1,1,2018-02-05 05:56:08 UTC,2018-02-05 06:01:39 UTC
c743c974-48c8-4ae6-a0f5-886248a92ed9,1.1,1,1,2018-02-05 05:59:16 UTC,2018-02-05 06:50:56 UTC
1b3f3067-37bb-4686-9d7f-96f93f0454c2,1.1,1,1,2018-02-05 06:26:21 UTC,2018-02-05 06:28:49 UTC
f05ff346-5e8f-4ef1-aeb9-6680bf723d6d,1.1,1,1,2018-02-05 06:31:17 UTC,2018-02-05 06:34:48 UTC
d95b4201-2cba-4b87-bf5a-03d8a41747bc,1.1,1,1,2018-02-05 06:41:13 UTC,2018-02-05 06:48:36 UTC
b8995e2e-0604-4a1e-881c-1efbd227ff77,1.1,1,1,2018-02-05 06:47:21 UTC,
f6bd5a0c-cd1b-4830-a3b5-e8c516acff81,1.1,1,1,2018-02-05 07:08:21 UTC,
a1b9ad79-76b4-4847-8568-6d4beda590d1,1.1,1,1,2018-02-05 07:15:56 UTC,2018-02-05 07:20:05 UTC
02503d28-80b6-4546-9a44-0da9efcd84fb,1.1,1,1,2018-02-05 07:18:32 UTC,2018-02-05 07:19:01 UTC
4360b102-a652-4624-bda8-02b329cbd3e6,1.1,1,1,2018-02-05 07:29:00 UTC,2018-02-05 07:30:31 UTC
7f947167-548b-46df-82c2-222af7f3c64b,1.1,1,1,2018-02-05 08:03:46 UTC,
f81c1219-8cfc-4d54-90e9-ef5ef5b8f9f5,1.1,1,1,2018-02-05 08:05:50 UTC,
88cccde4-599f-4120-9253-1a63673b6529,1.1,1,1,2018-02-05 08:11:49 UTC,2018-02-05 08:14:35 UTC
e07c1d7a-931a-4de0-a401-30b1723baa9e,1.1,1,1,2018-02-05 08:29:04 UTC,
d416c199-cf68-4c94-9ad2-23742bbd282d,1.1,1,1,2018-02-05 08:33:29 UTC,2018-02-05 08:36:05 UTC
6c660f79-d070-4461-9678-98747a7b0fa6,1.1,1,1,2018-02-05 08:37:15 UTC,
fc628842-cedb-4a4b-91dd-2063d7ea5cc0,1.1,1,1,2018-02-05 08:38:08 UTC,2018-02-05 08:40:32 UTC
a2172235-69ef-4c41-8728-a9c7cfe83852,1.1,1,1,2018-02-05 08:38:57 UTC,2018-02-09 08:16:25 UTC
41c49efd-6f59-4315-9247-8d98484288d7,1.1,1,1,2018-02-05 08:49:47 UTC,2018-02-05 08:54:28 UTC
7ee84aab-51a4-45b4-9821-ce85dad0da88,1.1,1,1,2018-02-05 08:51:26 UTC,2018-02-05 08:54:42 UTC
936bef3a-397f-4b62-b725-89a4b968b5e4,1.1,1,1,2018-02-05 09:12:00 UTC,2018-02-05 09:13:36 UTC
5058f55c-c926-4fef-8054-7e4cc1bc083f,1.1,1,1,2018-02-05 09:20:16 UTC,2018-02-05 09:23:06 UTC
41727bf7-b4ac-4e28-b4fd-79d27f456a9f,1.1,1,1,2018-02-05 09:24:09 UTC,2018-02-05 09:27:42 UTC
4e4b148c-63f5-4f36-8096-ed95fd2c4a80,1.1,1,1,2018-02-05 09:29:39 UTC,2018-02-05 09:31:43 UTC
4ba364da-0ff7-42f5-aed4-3de29acdc57e,1.1,1,1,2018-02-05 09:29:59 UTC,
74048ddf-6008-48a0-8d03-0ebb3ebbea2a,1.1,1,1,2018-02-05 09:41:31 UTC,2018-02-05 09:42:27 UTC
ec782194-6569-47cf-a211-5f00b0979506,1.1,1,1,2018-02-05 09:54:00 UTC,2018-02-05 09:54:55 UTC
18cb5ccb-b8d0-491c-9d09-279e27cc1f43,1.1,1,1,2018-02-05 10:01:49 UTC,2018-02-05 10:03:59 UTC
cccd1a18-6146-476a-be3a-a66fa8ae1a9a,1.1,1,1,2018-02-05 10:05:01 UTC,2018-02-05 10:34:48 UTC
834ccd88-849c-47a7-8157-d7364a804543,1.1,1,1,2018-02-05 10:08:22 UTC,2018-02-05 10:25:03 UTC
64baa928-f0ca-428f-909b-830fe23ba983,1.1,1,1,2018-02-05 10:10:57 UTC,2018-02-05 10:11:40 UTC
3ba3b23f-43bb-4e9b-a8ca-b281f42837b2,1.1,1,1,2018-02-05 10:14:25 UTC,
